time,server_load
2017-03-08 04:55:00,19.3751842451
2017-03-08 05:00:00,27.7141512463
2017-03-08 05:05:00,30.6645544096
2017-03-08 05:10:00,24.922496843
2017-03-08 05:15:00,25.513505687
2017-03-08 05:20:00,40.713538222
2017-03-08 05:25:00,30.186860297
2017-03-08 05:30:00,38.9508405986
2017-03-08 05:35:00,12.5766634049
2017-03-08 05:40:00,27.0778926486
2017-03-08 05:45:00,26.3842717232
2017-03-08 05:50:00,28.5122905541
2017-03-08 05:55:00,27.8692918263
2017-03-08 06:00:00,25.3151617753
2017-03-08 06:05:00,25.2536066077
2017-03-08 06:10:00,25.245352495
2017-03-08 06:15:00,29.5789538478
2017-03-08 06:20:00,37.374265099
2017-03-08 06:25:00,33.7340902289
2017-03-08 06:30:00,26.4347498051
2017-03-08 06:35:00,33.3178053277
2017-03-08 06:40:00,39.6756743078
2017-03-08 06:45:00,31.6973107289
2017-03-08 06:50:00,25.0384517596
2017-03-08 06:55:00,27.1794037014
2017-03-08 07:00:00,28.6206094031
2017-03-08 07:05:00,25.0233289053
2017-03-08 07:10:00,30.6636131026
2017-03-08 07:15:00,29.7266886574
2017-03-08 07:20:00,34.2331978451
2017-03-08 07:25:00,27.8173467806
2017-03-08 07:30:00,27.970020694
2017-03-08 07:35:00,36.1728380835
2017-03-08 07:40:00,30.9104356562
2017-03-08 07:45:00,30.6200539408
2017-03-08 07:50:00,23.8797267143
2017-03-08 07:55:00,32.9775466119
2017-03-08 08:00:00,37.3819699221
2017-03-08 08:05:00,32.7708171596
2017-03-08 08:10:00,34.9685074067
2017-03-08 08:15:00,20.0069767691
2017-03-08 08:20:00,18.4297480424
2017-03-08 08:25:00,29.3278893101
2017-03-08 08:30:00,24.8950418408
2017-03-08 08:35:00,29.3563048485
2017-03-08 08:40:00,27.7233949909
2017-03-08 08:45:00,29.848846926
2017-03-08 08:50:00,30.5688260895
2017-03-08 08:55:00,22.8156718002
2017-03-08 09:00:00,38.2080826261
2017-03-08 09:05:00,26.0117969839
2017-03-08 09:10:00,34.8891803912
2017-03-08 09:15:00,26.8377590293
2017-03-08 09:20:00,26.4825785623
2017-03-08 09:25:00,28.0789433675
2017-03-08 09:30:00,22.4024240967
2017-03-08 09:35:00,35.7945787954
2017-03-08 09:40:00,32.7355741815
2017-03-08 09:45:00,24.69866398
2017-03-08 09:50:00,25.8144587986
2017-03-08 09:55:00,17.6680210066
2017-03-08 10:00:00,25.6186102826
2017-03-08 10:05:00,21.3030760994
2017-03-08 10:10:00,31.1606715192
2017-03-08 10:15:00,29.9466722113
2017-03-08 10:20:00,24.1002527952
2017-03-08 10:25:00,28.6260651679
2017-03-08 10:30:00,31.6762375672
2017-03-08 10:35:00,25.0320371398
2017-03-08 10:40:00,19.0283048327
2017-03-08 10:45:00,29.7037911294
2017-03-08 10:50:00,28.1021417621
2017-03-08 10:55:00,25.3861767823
2017-03-08 11:00:00,18.4902007602
2017-03-08 11:05:00,16.2156536373
2017-03-08 11:10:00,21.463445752
2017-03-08 11:15:00,24.1691893903
2017-03-08 11:20:00,21.0772980888
2017-03-08 11:25:00,25.2395656621
2017-03-08 11:30:00,24.253571787
2017-03-08 11:35:00,20.5412443363
2017-03-08 11:40:00,19.6776786289
2017-03-08 11:45:00,25.0488177577
2017-03-08 11:50:00,21.8828814955
2017-03-08 11:55:00,24.6697461021
2017-03-08 12:00:00,14.6023635835
2017-03-08 12:05:00,19.2544937441
2017-03-08 12:10:00,22.152978583
2017-03-08 12:15:00,26.6618290774
2017-03-08 12:20:00,16.6818090165
2017-03-08 12:25:00,22.7661806849
2017-03-08 12:30:00,18.0445930869
2017-03-08 12:35:00,20.8413057365
2017-03-08 12:40:00,37.3477031245
2017-03-08 12:45:00,14.7315598356
2017-03-08 12:50:00,19.5306784485
2017-03-08 12:55:00,16.6069792048
2017-03-08 13:00:00,22.8707993489
2017-03-08 13:05:00,23.5894990078
2017-03-08 13:10:00,22.5309862869
2017-03-08 13:15:00,22.5667281537
2017-03-08 13:20:00,17.4503120397
2017-03-08 13:25:00,18.7240874576
2017-03-08 13:30:00,12.9264703808
2017-03-08 13:35:00,19.6515520064
2017-03-08 13:40:00,7.6516389303
2017-03-08 13:45:00,13.4244531763
2017-03-08 13:50:00,21.9695518869
2017-03-08 13:55:00,14.0116711718
2017-03-08 14:00:00,19.0086087781
2017-03-08 14:05:00,12.0843536914
2017-03-08 14:10:00,8.81571965981
2017-03-08 14:15:00,20.7222938793
2017-03-08 14:20:00,21.3353294278
2017-03-08 14:25:00,23.7817360562
2017-03-08 14:30:00,20.8275628404
2017-03-08 14:35:00,13.6326559684
2017-03-08 14:40:00,18.0817180278
2017-03-08 14:45:00,19.5528259861
2017-03-08 14:50:00,14.7182792554
2017-03-08 14:55:00,19.8723040553
2017-03-08 15:00:00,15.2368405547
2017-03-08 15:05:00,12.0262512473
2017-03-08 15:10:00,16.0464277393
2017-03-08 15:15:00,10.1430232505
2017-03-08 15:20:00,13.8027205282
2017-03-08 15:25:00,6.73166177446
2017-03-08 15:30:00,12.0586795646
2017-03-08 15:35:00,18.5468076644
2017-03-08 15:40:00,20.362863339
2017-03-08 15:45:00,13.1039058472
2017-03-08 15:50:00,13.0350732709
2017-03-08 15:55:00,16.4189843828
2017-03-08 16:00:00,14.9101172251
2017-03-08 16:05:00,10.8726799289
2017-03-08 16:10:00,12.727687165
2017-03-08 16:15:00,12.6372149919
2017-03-08 16:20:00,13.847524714
2017-03-08 16:25:00,12.4068642056
2017-03-08 16:30:00,12.9467166491
2017-03-08 16:35:00,8.35858966959
2017-03-08 16:40:00,21.3637996609
2017-03-08 16:45:00,11.6314228727
2017-03-08 16:50:00,20.4687258994
2017-03-08 16:55:00,16.3386993102
2017-03-08 17:00:00,18.2330998782
2017-03-08 17:05:00,10.9278626035
2017-03-08 17:10:00,17.5903412091
2017-03-08 17:15:00,15.9075985402
2017-03-08 17:20:00,24.8402711482
2017-03-08 17:25:00,26.4388421595
2017-03-08 17:30:00,24.1578252484
2017-03-08 17:35:00,8.74094591557
2017-03-08 17:40:00,14.0930509952
2017-03-08 17:45:00,20.2422557996
2017-03-08 17:50:00,14.9671323071
2017-03-08 17:55:00,14.3787604851
2017-03-08 18:00:00,7.33911874205
2017-03-08 18:05:00,21.9639562888
2017-03-08 18:10:00,20.7013107637
2017-03-08 18:15:00,12.0930637461
2017-03-08 18:20:00,22.7667685883
2017-03-08 18:25:00,9.24939342172
2017-03-08 18:30:00,2.31350712937
2017-03-08 18:35:00,25.966359491
2017-03-08 18:40:00,29.5938313124
2017-03-08 18:45:00,3.57402671051
2017-03-08 18:50:00,16.1902460896
2017-03-08 18:55:00,22.9140722496
2017-03-08 19:00:00,20.2248084878
2017-03-08 19:05:00,29.6743046084
2017-03-08 19:10:00,24.2128540814
2017-03-08 19:15:00,12.0571547484
2017-03-08 19:20:00,23.5722149806
2017-03-08 19:25:00,28.7913939684
2017-03-08 19:30:00,26.3811904119
2017-03-08 19:35:00,19.5796379993
2017-03-08 19:40:00,20.4139109412
2017-03-08 19:45:00,19.8894697092
2017-03-08 19:50:00,28.6856250704
2017-03-08 19:55:00,3.52794171371
2017-03-08 20:00:00,23.6800921587
2017-03-08 20:05:00,27.8414735383
2017-03-08 20:10:00,20.8537292949
2017-03-08 20:15:00,23.3612931196
2017-03-08 20:20:00,21.9221007648
2017-03-08 20:25:00,16.5615116382
2017-03-08 20:30:00,20.901099274
2017-03-08 20:35:00,30.6591839036
2017-03-08 20:40:00,18.5603699261
2017-03-08 20:45:00,17.112352411
2017-03-08 20:50:00,34.5360836219
2017-03-08 20:55:00,14.0415079792
2017-03-08 21:00:00,17.6807356988
2017-03-08 21:05:00,39.1228391547
2017-03-08 21:10:00,27.3245166573
2017-03-08 21:15:00,27.2103919018
2017-03-08 21:20:00,25.1805621393
2017-03-08 21:25:00,34.7945620079
2017-03-08 21:30:00,23.1338153223
2017-03-08 21:35:00,24.3295250175
2017-03-08 21:40:00,17.9710376728
2017-03-08 21:45:00,29.5356886957
2017-03-08 21:50:00,37.7333265577
2017-03-08 21:55:00,41.6499461995
2017-03-08 22:00:00,20.2326869749
2017-03-08 22:05:00,32.2101535099
2017-03-08 22:10:00,39.6289637929
2017-03-08 22:15:00,17.2876054111
2017-03-08 22:20:00,31.8834412076
2017-03-08 22:25:00,24.1952820806
2017-03-08 22:30:00,32.3418846346
2017-03-08 22:35:00,25.8983355838
2017-03-08 22:40:00,26.7315143022
2017-03-08 22:45:00,28.7182028928
2017-03-08 22:50:00,22.1239439647
2017-03-08 22:55:00,35.3188600887
2017-03-08 23:00:00,47.7715092764
2017-03-08 23:05:00,31.5580832547
2017-03-08 23:10:00,41.9717707234
2017-03-08 23:15:00,34.5480887515
2017-03-08 23:20:00,29.6520396409
2017-03-08 23:25:00,21.3900636377
2017-03-08 23:30:00,38.5175011535
2017-03-08 23:35:00,12.0452507065
2017-03-08 23:40:00,56.5558373467
2017-03-08 23:45:00,35.4917872477
2017-03-08 23:50:00,44.5330910958
2017-03-08 23:55:00,32.8852963657
